subject_prefix,course_number,title,class_level
ECON,4348,Business and Technology  - Business & Technology,Undergraduate
ECON,4351,Mathematical Economics,Undergraduate
ECON,4355,Econometrics,Undergraduate
ECON,4360,International Trade,Undergraduate
ECON,4362,Development Economics,Undergraduate
ECON,4381,History of Economic Ideas,Undergraduate
ECON,4382,International Finance,Undergraduate
ECON,4385,Business and Economic Forecasting  - Business & Econ Forecasting,Undergraduate
ECON,4386,Contemporary Macroeconomic Policy,Undergraduate
ECON,4396,Selected Topics in Economics  - The Chinese Economy,Undergraduate
ECON,5321,Microeconomic Theory for Applications,Graduate
ECON,5322,Macroeconomic Theory for Applications,Graduate
ECON,5397,Special Topics in Economics  - Economic Demography,Graduate
ECON,6301,Microeconomics Theory I,Graduate
ECON,6302,Macroeconomics Theory I,Graduate
ECON,6305,Mathematical Economics,Graduate
ECON,6306,Applied Econometrics,Graduate
ECON,6309,Econometrics I,Graduate
ECON,6331,Labor Economics I,Graduate
ECON,6332,Labor Economics II,Graduate
ECON,6336,Economics of Education,Graduate
ECON,6346,Economics of Climate Change,Graduate
ECON,6352,World Political Economy,Graduate
ECON,6356,International Finance,Graduate
ECON,6357,Monetary Economics and International Banking,Graduate
ECON,6363,Public Economics I,Graduate
ECON,6371,Urban Economics  - Urban Economics,Graduate
ECON,6372,Local Economic Development,Graduate
ECON,6380,Experimental Economics I,Graduate
ECON,6V01,Independent Study,Graduate
ECON,7301,Microeconomics Theory II,Graduate
ECON,7302,Macroeconomics Theory II,Graduate
ECON,7303,Microeconomics Theory III,Graduate
ECON,7304,Information Economics and Mechanism Design,Graduate
ECON,7309,Econometrics II,Graduate
ECON,7311,Special Topics in Econometric and Spatial Analysis  - Microeconometrics,Graduate
ECON,7315,Econometrics III,Graduate
ECON,7318,Applied Macroeconomics,Graduate
ECON,7321,Special Topics in Labor Economics  - Economics of Education II,Graduate
ECON,7363,Public Economics II,Graduate
ECON,7391,Special Topics in Economics  - Info Economics & Mech Design,Graduate
ECON,8V02,Dissertation,Graduate
ECS,1100,Introduction to Engineering and Computer Science,Undergraduate
ECS,1192,Research  Inquiry  Design Experience  - Sae Vehicle Team,Undergraduate
ECS,2192,Research  Inquiry  Design Experience  - Sae Vehicle Team,Undergraduate
ECS,2361,Social Issues and Ethics in Science and Technology,Undergraduate
ECS,2390,Professional and Technical Communication,Undergraduate
ECS,3292,Research  Inquiry  Design Experience  - Sae Vehicle Team,Undergraduate
ECS,3301,Introduction to Nanoscience and Nanotechnology,Undergraduate
ECS,3310,Introduction to Materials Science,Undergraduate
ECS,3361,Social Issues and Ethics in Computer Science and Engineering,Undergraduate
ECS,3390,Professional and Technical Communication,Undergraduate
ECS,4392,Research  Inquiry  Design Experience  - Sae Vehicle Team,Undergraduate
ECSC,2100,Engineering Project in Community Service,Undergraduate
ECSC,3100,Engineering Project in Community Service II,Undergraduate
ECSC,3177,CS IPP Assignment,Undergraduate
ECSC,3179,ENG IPP Assignment,Undergraduate
ECSC,4078,Engineering and Computer Science Internship,Undergraduate
ECSC,4100,Engineering Project in Community Service II,Undergraduate
ECSC,4300,Student Apprenticeship and Mentoring,Undergraduate
ECSC,4378,Professional Industrial Practice Program,Undergraduate
ECSC,4V78,Engineering and Computer Science Internship,Undergraduate
ECSC,5177,CS IPP Assignment,Graduate
ECSC,5179,ENG IPP Assignment,Graduate
ED,3314,The American Public School,Undergraduate
ED,3315,Children s Literature,Undergraduate
ED,3339,Educational Psychology for Teachers,Undergraduate
ED,3340,Math Concepts for Teachers,Undergraduate
ED,3342,Classroom Management Grades EC - 6,Undergraduate
ED,3345,Art  Music  and Physical Development Grades EC - 6,Undergraduate
ED,3370,Curriculum and Instruction in Mathematics and Computer Science,Undergraduate
ED,3371,Curriculum and Instruction in the Natural Sciences,Undergraduate
ED,3380,Curriculum and Instruction in English,Undergraduate
ED,3382,Curriculum and Instruction in Social Studies,Undergraduate
ED,4301,Exceptional Populations,Undergraduate
ED,4343,Science Methods for Grades EC - 6,Undergraduate
ED,4344,Mathematics Methods for Elementary Teachers,Undergraduate
ED,4345,Social Studies Methods for Grades EC - 6,Undergraduate
ED,4351,ESL for K-12 Teachers,Undergraduate
ED,4352,Reading I  Learning to Read,Undergraduate
ED,4353,Reading in Secondary Content,Undergraduate
ED,4357,Diagnostic Reading,Undergraduate
ED,4358,Chess I  Using Chess in Schools,Undergraduate
ED,4359,Chess II  Institutional and Cultural Contexts of Chess,Undergraduate
ED,4361,Classroom Management Secondary,Undergraduate
ED,4363,Reading II ELAR Methods,Undergraduate
ED,4372,Educational Technology,Undergraduate
ED,4392,Residency 1 - Elementary,Undergraduate
ED,4393,Residency 2 - Elementary,Undergraduate
ED,4394,Residency 1- Secondary,Undergraduate
ED,4395,Residency 2- Secondary,Undergraduate
ED,4693,Student Teaching - Elementary,Undergraduate
ED,4694,Student Teaching Secondary,Undergraduate
ED,4V90,Independent Study in Education  - Exceptional Populations,Undergraduate
ED,4V95,Special Topics in Education  - Teaching Exceptional Children,Undergraduate
ED,5318,Supervised Teaching Internship,Graduate
ED,5319,Supervised Teaching Internship II,Graduate
EE,1100,Introduction to Electrical Engineering,Undergraduate
EE,1202,Introduction to Electrical Engineering II,Undergraduate
EE,2301,Electrical Network Analysis,Undergraduate
EE,2310,Introduction to Digital Systems,Undergraduate
EE,3101,Electrical Network Analysis Laboratory,Undergraduate
EE,3102,Signals and Systems Laboratory,Undergraduate
EE,3110,Electronic Devices Laboratory,Undergraduate
EE,3111,Electronic Circuits Laboratory,Undergraduate
EE,3120,Digital Circuits Laboratory,Undergraduate
EE,3150,Communications Systems Laboratory,Undergraduate
EE,3161,Social Issues and Ethics in Engineering,Undergraduate
EE,3201,Electrical and Computer Engineering Fundamentals-I Laboratory,Undergraduate
EE,3202,Electrical and Computer Engineering Fundamentals-II Laboratory,Undergraduate
EE,3301,Electrical Network Analysis,Undergraduate
EE,3302,Signals and Systems,Undergraduate
EE,3310,Electronic Devices,Undergraduate
EE,3311,Electronic Circuits,Undergraduate
EE,3320,Digital Circuits,Undergraduate
EE,3350,Communications Systems,Undergraduate
EE,4168,RF Microwave Laboratory,Undergraduate
EE,4201,Electrical and Computer Engineering Laboratory in Computing Systems and Computer Engineering,Undergraduate
EE,4202,Electrical and Computer Engineering Laboratory in Circuits,Undergraduate
EE,4203,Electrical and Computer Engineering Laboratory in Signals and Systems,Undergraduate
EE,4204,Electrical and Computer Engineering Laboratory in Devices,Undergraduate
EE,4205,Electrical and Computer Engineering Laboratory in Power Electronics and Energy Systems,Undergraduate
EE,4301,Electromagnetic Engineering I,Undergraduate
EE,4303,Fundamentals of Power Systems,Undergraduate
EE,4304,Computer Architecture,Undergraduate
EE,4310,Systems and Controls,Undergraduate
EE,4325,Introduction to VLSI Design,Undergraduate
EE,4330,Integrated Circuit Technology,Undergraduate
EE,4331,Applied Machine Learning,Undergraduate
EE,4340,Analog Integrated Circuit Analysis and Design,Undergraduate
EE,4342,Introduction to Robotics  - Introduction to Robotics,Undergraduate
EE,4360,Digital Communications,Undergraduate
EE,4361,Introduction to Digital Signal Processing,Undergraduate
EE,4363,Introduction to Power Electronics,Undergraduate
EE,4365,Introduction to Wireless Communication,Undergraduate
EE,4367,Telecommunication Networks,Undergraduate
EE,4368,RF Circuit Design Principles,Undergraduate
EE,4370,Embedded Microprocessor Systems,Undergraduate
EE,4371,Introduction to MEMS,Undergraduate
EE,4388,Senior Design Project I,Undergraduate
EE,4389,Senior Design Project II,Undergraduate
EE,4391,Technology of Plasma,Undergraduate
EE,4V95,Undergraduate Topics in Electrical Engineering  - Digital Circuits Laboratory,Undergraduate
EE,4V97,Independent Study in Electrical Engineering  - Intro to Multiferroics,Undergraduate
EE,4V98,Undergraduate Research in Electrical Engineering  - Robot Updates,Undergraduate
EEBM,6373,Anatomy and Human Physiology for Engineers,Graduate
EEBM,6374,Genes  Proteins and Cell Biology for Engineers,Graduate
EEBM,7V87,Special Topics in Biomedical Applications of Electrical Engineering  - Telemedicine,Graduate
EECS,6302,Dynamics of Complex Networks and Systems,Graduate
EECS,6323,Robust Control Systems,Graduate
EECS,6324,Robot Control,Graduate
EECS,6331,Linear Systems,Graduate
EECS,6336,Nonlinear Systems,Graduate
EECS,7V90,Special Topics in Control Systems  - Optimization Theory & Practice,Graduate
EECT,6325,VLSI Design,Graduate
EECT,6326,Analog Integrated Circuit Design,Graduate
EECT,6378,Power Management Circuits,Graduate
EECT,6379,Energy Harvesting  Storage and Powering for Microsystems,Graduate
EECT,7325,Advanced VLSI Design,Graduate
EECT,7326,Advanced Analog Integrated Circuit Design,Graduate
EECT,7327,Data Converters,Graduate
EECT,7V88,Special Topics in Circuits and Systems  - Beyond Cmos Computing,Graduate
EEDG,5325,Hardware Modeling Using HDL,Graduate
EEDG,6301,Advanced Digital Logic,Graduate
EEDG,6302,Microprocessor Systems,Graduate
EEDG,6303,Testing and Testable Design,Graduate
EEDG,6304,Computer Architecture,Graduate
EEDG,6306,Application Specific Integrated Circuits Design,Graduate
EEDG,6308,Real-Time Systems,Graduate
EEDG,6309,Applications of Machine Learning in Semiconductor IC Manufacturing and Test,Graduate
EEDG,6310,Hardware Security,Graduate
EEDG,6330,Applied Cryptography,Graduate
EEDG,6331,High-Level Synthesis  Design and Verification,Graduate
EEDG,6370,Design and Analysis of Reconfigurable Systems,Graduate
EEDG,6375,Design Automation of VLSI Systems,Graduate
EEDG,7V81,Special Topics in Digital Systems  - Data Analyt in Ic Fab,Graduate
EEGR,6316,Fields and Waves,Graduate
EEGR,6364,Machine Learning and Pattern Recognition,Graduate
EEGR,6397,Convex Optimization,Graduate
EEGR,6V88,Special Topics in Electrical Engineering  - Atomic & Molecular Spectroscop,Graduate
EEGR,8V40,Individual Instruction in Electrical Engineering,Graduate
EEGR,8V70,Research in Electrical Engineering,Graduate
EEGR,8V99,Dissertation,Graduate
EEMF,5383,Plasma Technology,Graduate
EEMF,6319,Quantum Physical Electronics,Graduate
EEMF,6320,Fundamentals of Semiconductor Devices,Graduate
EEMF,6321,Active Semiconductor Devices,Graduate
EEMF,6322,Semiconductor Processing Technology,Graduate
EEMF,6324,Electronic  Optical and Magnetic Materials,Graduate
EEMF,6327,Semiconductor Device Characterization,Graduate
EEMF,6348,Lithography and Nanofabrication,Graduate
EEMF,6372,Semiconductor Process Integration,Graduate
EEMF,6382,Introduction to MEMS,Graduate
EEMF,6383,Plasma Science,Graduate
EEMF,7V82,Special Topics in Microelectronics  - Radiation Detection,Graduate
EEOP,6310,Optical Communication Systems,Graduate
EEOP,6311,Photonic Devices and Integration,Graduate
EEOP,6314,Principles of Fiber and Integrated Optics,Graduate
EEOP,7340,Optical Network Architectures and Protocols,Graduate
EEPE,6354,Power Electronics,Graduate
EEPE,6356,Adjustable Speed Motor Drives,Graduate
EEPE,6357,Control  Modeling and Simulation in Power Electronics,Graduate
EEPE,6359,Renewable Energy Systems and Distributed Power Generation Systems,Graduate
EEPE,6398,General Theory of Electric Machines,Graduate
EEPE,7354,Advanced Power Converters,Graduate
EEPE,7356,Computer Aided Design of Electric Machines,Graduate
EEPE,7V91,Special Topics in Power Electronics  - Digital Control of Elec. Motor,Graduate
EERF,6311,RF and Microwave Circuits,Graduate
EERF,6330,RF Integrated Circuit Design,Graduate
EERF,6351,Computational Electromagnetics,Graduate
EERF,6355,RF and Microwave Amplifier Design,Graduate
EERF,6393,Microwave Power Amplifiers,Graduate
EERF,6394,Antenna Engineering and Wave Propagation,Graduate
EERF,6395,RF and Microwave Systems Engineering,Graduate
EERF,6396,Microwave Design and Measurement,Graduate
EERF,7V89,Special Topics in RF and Microwave Systems  - Intro Multiferroic Mtrls & Sys,Graduate
EESC,6340,Introduction to Telecommunications Networks,Graduate
EESC,6341,Information Theory,Graduate
EESC,6343,Detection and Estimation Theory,Graduate
EESC,6344,Coding Theory,Graduate
EESC,6349,Random Processes,Graduate
EESC,6350,Signal Theory,Graduate
EESC,6352,Digital Communication Systems,Graduate
EESC,6353,Broadband Digital Communication,Graduate
EESC,6360,Digital Signal Processing I,Graduate
EESC,6361,Digital Signal Processing II,Graduate
EESC,6362,Introduction to Speech Processing,Graduate
EESC,6363,Digital Image Processing,Graduate
EESC,6364,Pattern Recognition and Machine Learning,Graduate
EESC,6366,Speech and Speaker Recognition,Graduate
EESC,6367,Applied Digital Signal Processing,Graduate
EESC,6368,Multimodal Signal Processing,Graduate
EESC,6389,Wireless Communications Laboratory,Graduate
EESC,6390,Introduction to Wireless Communication Systems,Graduate
EESC,6395,Wireless Sensor Systems and Networks,Graduate
EESC,7V85,Special Topics in Signal Processing  - Neural Networks & Deep Learng,Graduate
EESC,7V86,Special Topics in Wireless Communications  - Deep Learning in 5g,Graduate
ENGR,2300,Linear Algebra for Engineers,Undergraduate
ENGR,3300,Advanced Engineering Mathematics,Undergraduate
ENGR,3341,Probability Theory and Statistics,Undergraduate
ENGY,3300,Introduction to Energy Technology,Undergraduate
ENGY,3301,Managing Carbon Assets  Oil  Gas  and Coal,Undergraduate
ENGY,3302,Managing Power and Renewable Energy Assets  Sustainability,Undergraduate
ENGY,3330,Energy Economics,Undergraduate
ENGY,3340,Energy Law and Contracts,Undergraduate
ENGY,4313,Energy Finance,Undergraduate
ENGY,6330,Energy Law and Contracts,Graduate
ENGY,6332,Energy and Sustainability,Graduate
ENGY,6335,Power Industry  Finance  Economics and Markets,Graduate
ENGY,6336,Energy Accounting and Taxation,Graduate
ENGY,6362,Project Management in Engineering and Operations,Graduate
ENGY,6V99,Special Topics in Energy Management  - Energy and Sustainability,Graduate
ENTP,3301,Innovation and Entrepreneurship,Undergraduate
ENTP,3320,Start-up Launch I,Undergraduate
ENTP,3321,Start-up Launch II,Undergraduate
ENTP,3360,Entrepreneurial Finance,Undergraduate
ENTP,4090,Innovation and Entrepreneurship Internship,Undergraduate
ENTP,4300,Senior Project,Undergraduate
ENTP,4311,Entrepreneurial Strategy and Business Models,Undergraduate
ENTP,4320,Small Business Management,Undergraduate
ENTP,4330,Entrepreneurial Marketing,Undergraduate
ENTP,4331,Digital Prospecting,Undergraduate
ENTP,4335,Digital and Internet Marketing,Undergraduate
ENTP,4340,Social Entrepreneurship,Undergraduate
ENTP,4350,Corporate Entrepreneurship,Undergraduate
ENTP,4360,Innovation and Creativity,Undergraduate
ENTP,4395,Capstone Senior Project - Entrepreneurship  - Venture Cap Seed Fund Support,Undergraduate
ENTP,4398,Venture Capital Seed Fund,Undergraduate
ENTP,4399,Lean Innovation for Public Services,Undergraduate
ENTP,4V00,Special Topics in Entrepreneurship  - Startup Launch II,Undergraduate
ENTP,4V90,Innovation and Entrepreneurship Internship,Undergraduate
ENTP,6304,International Business Management,Graduate
ENTP,6310,Strategic Management,Graduate
ENTP,6311,Valuation Models and Practices,Graduate
ENTP,6315,Entrepreneurial Finance,Graduate
ENTP,6316,Private Equity Finance,Graduate
ENTP,6321,Introduction to Real Estate,Graduate
ENTP,6355,Financial Modeling For Corporate Analysis,Graduate
ENTP,6360,Startup Launch I,Graduate
ENTP,6361,Startup Launch II,Graduate
ENTP,6362,Startup Launch III-IV,Graduate
ENTP,6370,Innovation and Entrepreneurship,Graduate
ENTP,6375,Technology and New Product Development,Graduate
ENTP,6377,Venture Capital Seed Fund  - Venture Capital Seed Fund,Graduate
ENTP,6378,Managing the Emerging Enterprise,Graduate
ENTP,6380,Market Entry Strategies,Graduate
ENTP,6382,Professional Selling I,Graduate
ENTP,6388,Managing Innovation within the Corporation,Graduate
ENTP,6390,Business Model Innovation,Graduate
ENTP,6392,Entrepreneurship in the Social Sector,Graduate
ENTP,6398,The Entrepreneurial Experience,Graduate
ENTP,6V97,Innovation and Entrepreneurship Internship,Graduate
ENTP,6V99,Special Topics in Entrepreneurship  - Start Up Launch II,Graduate
ENTP,7300,Foundations of Entrepreneurship,Graduate
ENTP,7301,Technology  Innovation and Entrepreneurship,Graduate
ENVR,2302,The Global Environment,Undergraduate
ENVR,3331,Smart and Sustainable Cities,Undergraduate
ENVR,4386,Climate Change and Sustainable Solutions,Undergraduate
